Date;DRG;SP 500
20.03.2017;514.75;4808.2
21.03.2017;510.46;4702.28
22.03.2017;511.13;4708.58
23.03.2017;510.23;4713.41
24.03.2017;509.79;4725.15
27.03.2017;513.38;4848.22
28.03.2017;512.83;4870.17
29.03.2017;512.77;4898.35
30.03.2017;510.66;4844.04
31.03.2017;508.85;4819.6
03.04.2017;508.7;4792.64
04.04.2017;511;4778.89
05.04.2017;507.96;4756.43
06.04.2017;507.41;4821.89
07.04.2017;507.21;4916
10.04.2017;505.58;4924.36
11.04.2017;505.82;4888.89
12.04.2017;507.42;4867.97
13.04.2017;505.34;4857.98
17.04.2017;505.83;4840.17
18.04.2017;499.14;4777.81
19.04.2017;498.46;4797.94
20.04.2017;501.19;4825.19
21.04.2017;499.09;4776.16
24.04.2017;505.16;4830.68
25.04.2017;507.33;4855.68
26.04.2017;508.06;4929.1
27.04.2017;512.16;4960.3
28.04.2017;511.98;4957.45
01.05.2017;511.84;4968.35
02.05.2017;515.27;4943.68
03.05.2017;514.07;4812.31
04.05.2017;517.98;4852.94
05.05.2017;517.8;4883.8
08.05.2017;514.76;4751.1
09.05.2017;515.98;4820.51
10.05.2017;516.08;4849.84
11.05.2017;515.72;4908.65
12.05.2017;519.94;4910.57
15.05.2017;523.35;4908.55
16.05.2017;523.26;4877.44
17.05.2017;516.5;4764.98
18.05.2017;517.47;4738.66
19.05.2017;518.59;4734.41
22.05.2017;518.91;4725.84
23.05.2017;519.61;4771.99
24.05.2017;520.34;4769.15
25.05.2017;521.16;4802.89
26.05.2017;518.88;4801.38
30.05.2017;519.01;4746.63
31.05.2017;524;4795.7
01.06.2017;527.24;4874.19
02.06.2017;530.27;4866.98
05.06.2017;527.58;4802.83
06.06.2017;525.77;4792.44
07.06.2017;524.75;4800.02
08.06.2017;523.93;4861.17
09.06.2017;528.24;4809.88
12.06.2017;527.43;4752.89
13.06.2017;527.32;4768.63
14.06.2017;529.5;4767.19
15.06.2017;528.34;4740.97
16.06.2017;531.15;4749.15
19.06.2017;534.72;4836.48
20.06.2017;535.9;4853.01
21.06.2017;540.18;4978.21
22.06.2017;549.2;5045.19
23.06.2017;548.92;5058.48
26.06.2017;548.82;5069.36
27.06.2017;543.64;4958.62
28.06.2017;542.67;5006.62
29.06.2017;537.47;4970.31
30.06.2017;536.3;4955.03
03.07.2017;537.18;5003.46
05.07.2017;537.57;5009.29
06.07.2017;530.41;4917.85
07.07.2017;532.33;4952.53
10.07.2017;530.44;4923.67
11.07.2017;528.68;4956.08
12.07.2017;533.44;5001.15
13.07.2017;532.75;5030.44
14.07.2017;535.8;5038.89
17.07.2017;533.87;5036.52
18.07.2017;535.88;5027.15
19.07.2017;537.09;5031.69
20.07.2017;542.43;5093.52
21.07.2017;541.33;5101.84
24.07.2017;537.68;5103.39
25.07.2017;535.37;5069.73
26.07.2017;533.97;5050.48
27.07.2017;529.89;4982.14
28.07.2017;531.53;4991.52
31.07.2017;531.89;4969.8
01.08.2017;530.82;4895.04
02.08.2017;529.33;4854.37
03.08.2017;528.23;4789.28
04.08.2017;525.9;4761.42
07.08.2017;523.48;4769.47
08.08.2017;521.17;4644.92
09.08.2017;522.97;4632.15
10.08.2017;518.39;4610.38
11.08.2017;519.28;4633.87
14.08.2017;520.82;4654.75
15.08.2017;521.13;4679.25
16.08.2017;523.09;4708.66
17.08.2017;516.91;4663.9
18.08.2017;514.66;4644.2
21.08.2017;515.9;4628.85
22.08.2017;521.06;4683.84
23.08.2017;518.59;4683.5
24.08.2017;520.5;4734.19
25.08.2017;520.46;4726.49
28.08.2017;522.75;4780
29.08.2017;522.76;4792.32
30.08.2017;521.74;4796.06
31.08.2017;529.89;4932.7
01.09.2017;528.61;4930.26
05.09.2017;525.71;4889.35
06.09.2017;529.59;4895.16
07.09.2017;538.05;4955.03
08.09.2017;540.3;4977.24
11.09.2017;545.76;5024.67
12.09.2017;548.46;5030.22
13.09.2017;545.95;4987.28
14.09.2017;549;4955.6
15.09.2017;546.23;4922.3
18.09.2017;545.87;4928.92
19.09.2017;545.62;4855.18
20.09.2017;545.91;4858.86
21.09.2017;544.37;4877.16
22.09.2017;546.7;4876.98
25.09.2017;545.91;4894.92
26.09.2017;541.85;4843.03
27.09.2017;540.59;4921.05
28.09.2017;542.23;4856.91
29.09.2017;544.89;4899.7
02.10.2017;550.87;5021.99
03.10.2017;551.07;4983.05
04.10.2017;552.12;5050.28
05.10.2017;552.27;5045.34
06.10.2017;552.55;5028.43
09.10.2017;551.75;4987.76
10.10.2017;553.88;4997.41
11.10.2017;555.86;5020.69
12.10.2017;554.89;4971.66
13.10.2017;553.32;4957.57
16.10.2017;552.16;4921.88
17.10.2017;556.65;4935.49
18.10.2017;556.37;4925.32
19.10.2017;560.52;4969.75
20.10.2017;560.1;4968.26
23.10.2017;558.67;4903.47
24.10.2017;551.82;4879.57
25.10.2017;547.5;4834.27
26.10.2017;540.06;4728.64
27.10.2017;537.49;4700.01
30.10.2017;533.49;4676
31.10.2017;533.64;4673.08
01.11.2017;536.21;4714.47
02.11.2017;533.85;4657.93
03.11.2017;537.12;4727.37
06.11.2017;536.54;4743.16
07.11.2017;534.17;4611.63
08.11.2017;538.95;4679.35
09.11.2017;535.86;4691.96
10.11.2017;533.09;4754.68
13.11.2017;532.72;4762.83
14.11.2017;532.52;4742.32
15.11.2017;531.45;4748.19
16.11.2017;534.95;4814.27
17.11.2017;534.52;4817.67
20.11.2017;531.79;4796.47
21.11.2017;535.6;4849.92
22.11.2017;536.14;4874.1
24.11.2017;538.23;4902.94
27.11.2017;537.96;4853.56
28.11.2017;542.1;4897.62
29.11.2017;542.51;4924.64
30.11.2017;542.82;4947.74
01.12.2017;543.43;4952.91
04.12.2017;538.08;4884.11
05.12.2017;535.77;4867.46
06.12.2017;533.97;4821.91
07.12.2017;533.94;4880.91
08.12.2017;539.62;4949.86
11.12.2017;543.6;4985.74
12.12.2017;547.91;5024.38
13.12.2017;548.45;5059.07
14.12.2017;543.73;4989.22
15.12.2017;547.58;5041.08
18.12.2017;548.87;5040.82
19.12.2017;547.87;5009.99
20.12.2017;543.81;4999.79
21.12.2017;546.03;5045.36
22.12.2017;544.09;5019.37
26.12.2017;544.64;5064.35
27.12.2017;546.74;5043.27
28.12.2017;547.23;5057.96
29.12.2017;544.93;5012.11
02.01.2018;550.27;5081.86
03.01.2018;553.25;5120.71
04.01.2018;554.89;5119.61
05.01.2018;559.01;5111.54
08.01.2018;556.15;5082.64
09.01.2018;558.81;5154.98
10.01.2018;557.43;5155.6
11.01.2018;560.45;5231.98
12.01.2018;564.5;5271.31
16.01.2018;566.7;5217.47
17.01.2018;570.71;5244.19
18.01.2018;568.91;5214.48
19.01.2018;571.45;5231.5
22.01.2018;574.47;5339.46
23.01.2018;569.87;5364.78
24.01.2018;573.33;5326.21
25.01.2018;579.33;5371.99
26.01.2018;593.12;5399.26
29.01.2018;589.2;5378.85
30.01.2018;578.01;5244.37
31.01.2018;564.48;5141.71
01.02.2018;566.41;5198.18
02.02.2018;558.88;5092.02
05.02.2018;533.45;4843.37
06.02.2018;538.82;4898.9
07.02.2018;537.66;4898.03
08.02.2018;521.83;4727.56
09.02.2018;528.5;4764
12.02.2018;533.13;4823.57
13.02.2018;532.29;4811.73
14.02.2018;538.29;4914.02
15.02.2018;546.8;4990.71
16.02.2018;552.43;5009.04
20.02.2018;543.83;4945.37
21.02.2018;541.74;4939.07
22.02.2018;541.86;4911.04
23.02.2018;548.8;4985.64
26.02.2018;555;5046.14
27.02.2018;546.67;4908.04
28.02.2018;538.25;4787.51
01.03.2018;530.81;4752.61
02.03.2018;535.36;4897.09
05.03.2018;540.45;4909.6
06.03.2018;536.06;4896.8
07.03.2018;538.13;4915.53
08.03.2018;544.56;4972.53
09.03.2018;549.99;5037.66
12.03.2018;549.14;5043.61
13.03.2018;549.61;5028.84
14.03.2018;546.63;5020.96
15.03.2018;545.26;4968.37
16.03.2018;548.48;5001.35
19.03.2018;540.4;4926.11
20.03.2018;541.13;4869.56
21.03.2018;540.08;4911.59
22.03.2018;524.21;4840.57
23.03.2018;516.32;4738.7
26.03.2018;523.35;4803.67
27.03.2018;519.54;4741.7
